"group","q","d","d_sd","d_lower","d_upper","e","e_lower","e_upper","sample","condition"
"MIS-C",2,39.6697410729583,7.1701468990764,25.616511386907,53.7229707590096,0.477545938039705,0.308372594040051,0.646719282039359,"Y111-1","ki67+memory_CD8"
"MIS-C",0,104.06,4.21368910568838,95.801321110802,112.318678889198,1,0.920635413326946,1.07936458667305,"Y113-1","ki67+memory_CD8"
"MIS-C",1,92.5911005171498,6.96779935359378,78.9344647326046,106.247736301695,0.889785705527098,0.758547614189934,1.02102379686426,"Y113-1","ki67+memory_CD8"
"MIS-C",2,73.4131190563494,11.1080167037649,51.6418063773009,95.1844317353978,0.705488363024691,0.496269521211809,0.914707204837573,"Y113-1","ki67+memory_CD8"
"MIS-C",0,121.46,1.2987818026344,118.914434443061,124.005565556939,1,0.979041943381035,1.02095805661896,"Y117-1","ki67+memory_CD8"
"MIS-C",1,120.787831137732,1.95961033418347,116.947065458999,124.628596816464,0.994465924071559,0.962844273497443,1.02608757464567,"Y117-1","ki67+memory_CD8"
"MIS-C",2,119.631261016875,3.37202257599912,113.02221821286,126.240303820889,0.984943693535934,0.930530365658326,1.03935702141354,"Y117-1","ki67+memory_CD8"
"MIS-C-R",0,102.695,4.45998118390695,93.9535975078161,111.436402492184,1,0.914879960152063,1.08512003984794,"Y117-R","ki67+memory_CD8"
"MIS-C-R",1,90.5779649644442,7.72270811151594,75.4417352027577,105.714194726131,0.882009493786886,0.734619360268345,1.02939962730543,"Y117-R","ki67+memory_CD8"
"MIS-C-R",2,70.2158161048641,13.3395096171146,44.0708576838938,96.3607745258344,0.683731594574849,0.429143168449231,0.938320020700466,"Y117-R","ki67+memory_CD8"
"MIS-C",0,122.15,1.04063181426685,120.11039912287,124.18960087713,1,0.983302489749246,1.01669751025075,"Y124-1","ki67+memory_CD8"
"MIS-C",1,121.750091990625,1.59847514283487,118.617138280486,124.883045700763,0.996726090795126,0.971077677286007,1.02237450430424,"Y124-1","ki67+memory_CD8"
"MIS-C",2,121.037439165585,2.72320180749198,115.700061700266,126.374816630904,0.990891847446459,0.94719657552408,1.03458711936884,"Y124-1","ki67+memory_CD8"
"MIS-C-R",0,120.51,1.6983290635328,117.181336201578,123.838663798422,1,0.972378526276476,1.02762147372352,"Y124-R","ki67+memory_CD8"
"MIS-C-R",1,119.393598977603,2.60305304840294,114.291708752886,124.49548920232,0.99073603001911,0.948400205401095,1.03307185463712,"Y124-R","ki67+memory_CD8"
"MIS-C-R",2,117.474005937915,4.43835778933885,108.774984520309,126.173027355522,0.974807119225919,0.902622060578446,1.04699217787339,"Y124-R","ki67+memory_CD8"
"MIS-C",0,118.165,2.3527541863328,113.553686530312,122.776313469688,1,0.960975640251444,1.03902435974856,"Y125-1","ki67+memory_CD8"
"MIS-C",1,113.923678989305,5.17595437584784,103.778994827021,124.068363151589,0.964106791260569,0.878254938662217,1.04995864385892,"Y125-1","ki67+memory_CD8"
"MIS-C",2,103.86574508358,12.7538248724301,78.8687076684861,128.862782498674,0.878989083769139,0.667445585989812,1.09053258154847,"Y125-1","ki67+memory_CD8"
"MIS-C",0,75.635,4.9175896984408,65.9967013003109,85.2732986996891,1,0.872568272629217,1.12743172737078,"Y127-1","ki67+memory_CD8"
"MIS-C",1,49.8371174589107,6.47730187986193,37.1418390573877,62.5323958604337,0.658916076669673,0.491066821674988,0.826765331664357,"Y127-1","ki67+memory_CD8"
"MIS-C",2,26.4844868257102,5.87982915594107,14.9602334448171,38.0087402066032,0.350161787872152,0.197795113965983,0.50252846177832,"Y127-1","ki67+memory_CD8"
"C.HD",0,62.17,5.30488539416509,51.7726156853239,72.5673843146761,1,0.832758817521696,1.1672411824783,"Y28-2","ki67+memory_CD8"
"C.HD",1,22.1523784819613,4.32048272418133,13.6843879467384,30.6203690171842,0.356319422260918,0.220112400623104,0.492526443898732,"Y28-2","ki67+memory_CD8"
"C.HD",2,6.40085813254469,1.33327398305149,3.78768914423951,9.01402712084988,0.102957344901797,0.0609247087701384,0.144989981033455,"Y28-2","ki67+memory_CD8"
"C.HD",0,82.885,5.31062980678597,72.4763568434746,93.2936431565254,1,0.874420665301014,1.12557933469899,"Y28-4","ki67+memory_CD8"
"C.HD",1,38.6553073922176,7.4523735337184,24.04892366679,53.2616911176451,0.466372774231979,0.290148080675514,0.642597467788443,"Y28-4","ki67+memory_CD8"
"C.HD",2,10.1245674619988,2.73846792624713,4.75726895373634,15.4918659702613,0.122151987235312,0.0573960180217933,0.18690795644883,"Y28-4","ki67+memory_CD8"
"C.HD",0,112.695,3.33279350737697,106.162844757632,119.227155242368,1,0.942036867275675,1.05796313272432,"Y29-2","ki67+memory_CD8"
"C.HD",1,103.630532659871,7.17001091941931,89.5775694890501,117.683495830692,0.919566375259514,0.794867292151827,1.0442654583672,"Y29-2","ki67+memory_CD8"
"C.HD",2,83.9424069303561,15.8135662007478,52.9483867097506,114.936427150962,0.744863631308897,0.469837940545282,1.01988932207251,"Y29-2","ki67+memory_CD8"
"C.HD",0,110.805,3.56940868939938,103.809087522673,117.800912477327,1,0.936862844841595,1.06313715515841,"Y54-4","ki67+memory_CD8"
"C.HD",1,103.814417011889,6.17342301891976,91.7147302334756,115.914103790302,0.936910942754288,0.827712921199184,1.04610896430939,"Y54-4","ki67+memory_CD8"
"C.HD",2,91.5291929945265,11.2078292602588,69.5622512995451,113.496134689508,0.826038472943698,0.627789822657327,1.02428712323007,"Y54-4","ki67+memory_CD8"
"C.HD",0,100.225,4.31363096014269,91.7704386755234,108.679561324477,1,0.915644187333733,1.08435581266627,"Y70-4","ki67+memory_CD8"
"C.HD",1,80.8274700335052,8.15396516647382,64.8459919760224,96.8089480909881,0.806460164963883,0.647004160399325,0.965916169528442,"Y70-4","ki67+memory_CD8"
"C.HD",2,51.0663454918784,11.2851420475891,28.9478735181851,73.1848174655717,0.50951704157524,0.288828870223848,0.730205212926632,"Y70-4","ki67+memory_CD8"
"A.HD",0,92.49,5.03653985076478,82.6185632858003,102.3614367142,1,0.893270226898046,1.10672977310195,"HA5876","ki67+memory_CD8"
"A.HD",1,78.6868927917428,7.09315649913128,64.7845615167392,92.5892240667463,0.850761085433482,0.700449362274184,1.00107280859278,"HA5876","ki67+memory_CD8"
"A.HD",2,61.713933223344,8.95487142412966,44.1627077458629,79.265158700825,0.667249791581187,0.477486298474029,0.857013284688345,"HA5876","ki67+memory_CD8"
"A.HD",0,115.745,2.61614142964395,110.617457019435,120.872542980565,1,0.955699658900469,1.04430034109953,"HA5877","ki67+memory_CD8"
"A.HD",1,112.051195534764,4.34673635108709,103.531748836342,120.570642233186,0.968086703829659,0.894481393030733,1.04169201462859,"HA5877","ki67+memory_CD8"
"A.HD",2,105.46441877845,8.06954546958186,89.6484002864616,121.280437270439,0.911179046856887,0.774533675635765,1.04782441807801,"HA5877","ki67+memory_CD8"
"A.HD",0,107.095,3.78252727191941,99.6813827764974,114.508617223503,1,0.930775318889747,1.06922468111025,"HA5894","ki67+memory_CD8"
"A.HD",1,94.6078480307071,7.36850081471335,80.1658518138149,109.049844247599,0.883401167474738,0.74854896880167,1.01825336614781,"HA5894","ki67+memory_CD8"
"A.HD",2,70.5330167415026,14.22534119915,42.6518603233748,98.4141731596304,0.658602331962301,0.398261920009103,0.918942743915499,"HA5894","ki67+memory_CD8"
"A.HD",0,100.305,4.17361598038904,92.1248629931367,108.485137006863,1,0.918447365466693,1.08155263453331,"HA5952","ki67+memory_CD8"
"A.HD",1,88.6156794842991,6.72669117347846,75.4316070491578,101.79975191944,0.883462235026161,0.752022402164975,1.01490206788735,"HA5952","ki67+memory_CD8"
"A.HD",2,70.1719576082259,11.712557731288,47.2157662880551,93.1281489283966,0.699585839272478,0.470721960899807,0.928449717645148,"HA5952","ki67+memory_CD8"
"A.HD",0,77.235,5.24186615662973,66.9611311212263,87.5088688787737,1,0.866979104307974,1.13302089569203,"HA5953","ki67+memory_CD8"
"A.HD",1,52.3839217393397,7.11871075940919,38.4315050345399,66.3363384441394,0.678240716505984,0.497591830576033,0.858889602435935,"HA5953","ki67+memory_CD8"
"A.HD",2,28.1572371530123,7.07213871648831,14.2960999750239,42.0183743310007,0.364565768796689,0.185098724348079,0.544032813245299,"HA5953","ki67+memory_CD8"
"A.HD",0,87.3,4.67431772894781,78.1385055989652,96.4614944010348,1,0.895057337903382,1.10494266209662,"HA5957","ki67+memory_CD8"
"A.HD",1,71.5923085516096,6.4952804982346,58.8617927055845,84.3228243976348,0.820072262905036,0.674247339124679,0.965897186685393,"HA5957","ki67+memory_CD8"
"A.HD",2,53.5868400591098,7.92526012636707,38.053615643319,69.1200644749006,0.613824055659906,0.435894795456117,0.791753315863695,"HA5957","ki67+memory_CD8"
"A.HD",0,103.4,3.8121730438928,95.9282781311357,110.871721868864,1,0.927739633763401,1.0722603662366,"C27","ki67+memory_CD8"
"A.HD",1,94.8247011163565,5.52133350610503,84.0030862977564,105.646315934957,0.917066741937684,0.812408958392228,1.02172452548314,"C27","ki67+memory_CD8"
