,AptName,EntrezGeneID,EntrezGeneSymbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,plasma_membrane_associated,in_tissue_atlas,log.adj.P.Val,myeloid_plasma,myeloid_soluble,liver
104,AFM.4763.31,173,AFM,-1.61068836429944,10.3109544375407,-3.7135169387026803,0.0064310561184263895,0.0738443743227458,-2.24729026173317,False,True,1.1316825848970706,False,False,True
105,AFP.5792.8,174,AFP,0.548437310915849,4.12171170529236,2.8935581592455204,0.0210975042984183,0.122517784497375,-3.9259973523673097,False,True,0.9118008651895282,False,False,True
106,AGA.10435.2,175,AGA,-0.528099845688101,4.770006908621959,-3.3830573841328,0.010273845378443001,0.0903714324316875,-3.11486594884296,False,True,1.043968833883456,False,False,False
107,AGAP2.14291.53,116986,AGAP2,-0.4108795686961971,3.8977525567943596,-1.23685736176223,0.25280637347259,0.45547733291041703,-6.31847880644598,False,True,0.34153323106611694,False,False,False
108,AGAP3.13960.15,116988,AGAP3,-0.21400624703257698,5.67990225949874,-1.4098049804969999,0.19798128181848898,0.398588976432603,-5.937871437174599,False,True,0.3994747165253785,False,False,False
109,AGER.4125.52,177,AGER,-1.01899249612752,7.421183155044741,-1.9098359868134698,0.0942790328197544,0.261910937691715,-5.0487290238250795,False,True,0.5818463645760324,False,False,False
110,AGGF1.8051.10,55109,AGGF1,-0.411830126528221,2.57944822261075,-3.1892919061555696,0.0136134008645555,0.10066885957776699,-3.56641852357062,False,True,0.9971048512444605,False,False,False
111,AGO1.15312.14,26523,AGO1,-0.9605567073725308,5.52806788359327,-3.65526600889891,0.006976938892982711,0.0769976267534567,-2.64888063280763,False,True,1.1135226605906596,False,False,False
112,AGO3.15323.112,192669,AGO3,-1.24409900792668,5.34815058388424,-2.94215430693287,0.0196194864286039,0.119597542918407,-3.73639334019352,False,True,0.9222777426547892,False,False,False
113,AGR2.4959.2,10551,AGR2,-0.44522868582003705,6.299439595218691,-2.14634186151375,0.0657340916164485,0.21328127896450896,-4.828731676229889,False,True,0.6710472636280621,False,False,False
114,AGR3.17342.13,155465,AGR3,-1.5473544585565702,5.96570803296942,-2.93585907593647,0.0198046918061485,0.120356868334333,-3.6305913996828503,False,True,0.9195291210550256,False,False,False
115,AGRN.15483.377,375790,AGRN,0.8198131558086491,7.72970984125848,2.28146552435134,0.0534503527191846,0.19128316341937898,-4.4460086256568605,False,True,0.7183232545197396,False,False,False
116,AGRP.2813.11,181,AGRP,-0.13255153530322802,6.017780513288701,-0.5108155135255229,0.623908361003088,0.771849216762327,-6.757490925746749,False,True,0.11246753220824822,False,False,False
117,AGT.3484.60,183,AGT,0.532512841190391,9.07936512815059,2.09344014224833,0.0712729394722341,0.22301226938586,-4.63797192955416,False,True,0.6516712428711495,False,False,True
118,AHCYL1.12652.37,,AHCYL1,-0.194362402146258,5.754778217677151,-1.1163128249238898,0.298163062193338,0.49977303949622104,-6.27249230749622,False,True,0.30122717580827485,False,False,False
119,AHSA1.11633.89,10598,AHSA1,0.33701401455516694,7.435853032126389,1.7828919850689098,0.11421781339756802,0.292606066578312,-5.19069750703992,False,True,0.5337166739244044,False,False,False
120,AHSG.3581.53,197,AHSG,-1.8358380813063002,5.8028761395002695,-6.95310097112628,0.000146866371255209,0.0134694297071091,1.4499944269580303,False,True,1.8706507918270343,False,False,True
121,AIDA.17347.80,64853,AIDA,-0.7396203311295492,9.45308646018115,-2.20755794993511,0.0598548174793715,0.20191883229958602,-4.46407634998556,False,True,0.6948231739618742,False,False,False
122,AIF1.2849.49,199,AIF1,-0.048995945849569005,9.499776353750569,-0.198464856360165,0.84786023993372,0.9189383438802591,-6.51429579812604,False,True,0.036713626601763305,False,False,False
123,AIF1L.18871.24,83543,AIF1L,0.309056325904211,6.38135661629936,1.2596810770901101,0.244900783976546,0.44826232887238704,-6.043995976904111,False,True,0.3484677568965933,False,False,False
124,AIFM1.9522.3,9131,AIFM1,-0.0695023796611132,7.0681060147498,-0.268232954430709,0.7956194184752751,0.8872476263849871,-6.67737268329148,False,True,0.051955153827967386,False,False,False
125,AIMP1.2714.78,9255,AIMP1,-0.123873829380657,6.9173777979519295,-0.5474026059454651,0.599722522521222,0.7560758288740991,-6.57760997906027,False,True,0.12143464575525838,False,False,False
126,AIP.3839.60,9049,AIP,0.791025313181636,6.825134057719639,2.9242178418416103,0.0201520053459324,0.120724362296847,-3.5946055360162203,False,True,0.9182050799983711,False,False,False
127,AK1.5012.67,203,AK1,-0.487464007668137,9.107182637685769,-1.5490747727864098,0.161721948580263,0.357804671153635,-5.39599148008725,False,True,0.44635399400060316,False,False,False
128,AK2.11368.32,204,AK2,0.18303628388044899,8.95304157493191,0.6065174401384771,0.5617550107583199,0.725272724452305,-6.34814436560662,False,True,0.13949865487327773,False,False,False
129,AK4.17432.25,205,AK4,-0.364971071029785,6.225335452687191,-1.80074608700012,0.11118869126860302,0.288773503728293,-5.3443789087955,False,True,0.5394426577523128,False,False,False
130,AK5.13613.23,26289,AK5,0.0823671778156103,3.65456633057498,0.29592054052005606,0.775173725489109,0.876493885668368,-7.068694870047881,False,True,0.057251109153472375,False,False,False
131,AKAP7.18399.1,9465,AKAP7,-0.16670498717521098,6.55356590272498,-0.848556788764111,0.42191619637100897,0.6143371349387281,-6.425057609738739,False,True,0.2115932320163722,False,False,False
132,AKR1A1.4192.10,10327,AKR1A1,0.171976533579764,7.305023972487009,0.5041680900967189,0.628356909734696,0.775924328840587,-6.5616072375980306,False,True,0.11018063076424923,False,False,False
133,AKR1B10.16081.38,57016,AKR1B10,0.361036934512313,6.40357069423529,1.3691786251838898,0.20983614637893397,0.410797549299033,-5.897520299017231,False,True,0.3863721559439938,False,False,False
134,AKR1B1.16606.85,231,AKR1B1,-0.706408868870375,7.667188525693129,-2.08954015662595,0.0716990209309655,0.22360788599564002,-4.71918421351356,False,True,0.6505128842203284,False,False,False
135,AKR1C1.12618.50,1645,AKR1C1,-0.32914908096761497,4.01870297407369,-2.443540434047,0.0417119596089628,0.171128605154265,-4.61982424822932,False,True,0.7666773895103343,False,False,True
136,AKR1C3.17377.1,8644,AKR1C3,-0.13235124400148301,5.25502531741188,-0.860560160566072,0.41566733651802795,0.610557827567287,-6.580895501707361,False,True,0.21427319657737745,False,False,False
137,AKR1C4.18397.5,1109,AKR1C4,-0.5810248973586349,5.861095165880309,-0.7523063181544308,0.47440378251702503,0.656683348552865,-6.639524034198789,False,True,0.18264399592999608,False,False,True
138,AKR1D1.18398.1,6718,AKR1D1,0.0995770671744687,4.61944634901833,0.559254877314464,0.591998392127465,0.750523823640046,-6.87319708559346,False,True,0.12463551752970929,False,False,True
139,AKR7A2.4188.1,8574,AKR7A2,-0.495771667401552,7.30635399159474,-2.65874953893422,0.030056394619001,0.145134293927375,-3.9212732963745203,False,True,0.8382299555590674,False,False,False
140,AKR7A3.18173.11,22977,AKR7A3,-0.6460268859245379,5.272341078031401,-1.5607728016194902,0.15896748296098498,0.35421447671135997,-5.79495444759703,False,True,0.45073369320980555,False,False,True
141,AKT1.15627.83,207,AKT1,-0.8864107624247,6.96821809852267,-3.61649865187331,0.007367646527151141,0.0786810049565814,-2.5273150411264704,False,True,1.1041301016719869,False,False,False
142,AKT2.14685.17,208,AKT2,0.352976920763942,6.62944115037624,1.86878311319657,0.100331331701076,0.270733513179624,-5.18817034904013,False,True,0.5674579810669037,False,False,False
143,AKT2.5360.9,208,AKT2,0.31156704375522404,6.918495825124179,1.00858400802117,0.344044785140986,0.546086066585816,-6.219268659371769,False,True,0.26273890436922115,False,False,False
144,AKT3.3392.68,10000,AKT3,-0.8604272912211,9.531945536726221,-3.3736788151137502,0.0104136075503006,0.0908756547112715,-2.7287698759459196,False,True,1.0415524472584277,False,False,False
145,ALAD.15523.9,210,ALAD,-0.38535377974613105,7.200472408508579,-1.49634494185619,0.17468262861179001,0.371126122321349,-5.6209393095957,False,True,0.4304784760453249,False,False,False
146,ALB.18380.78,213,ALB,-0.362610181481607,12.4488941667924,-1.6264863645292602,0.14427518009851,0.33429788160688695,-5.33559829376449,False,True,0.4758663754545582,False,False,True
147,ALCAM.5451.1,214,ALCAM,-0.36981835200888297,8.740575931979151,-1.70183250723019,0.12897610375685,0.31481407898326597,-5.198437197128481,False,True,0.5019458535429038,False,False,False
